54740	24	13	PC	PSI*
54740	23	59	PC	PC*
54740	94	44	PC*	PC*
54740	26	37	PC	PC
54760	68	33	PC*	PC*
54760	28	104	PC	PC
54760	28	66	PC	PC
54760	41	13	PSI*	PSI*
54760	56	106	PC	PC
54760	1	32	PC*	PC*
54760	13	5	PSI*	PSI*
54760	13	10	PSI*	PSI*
54760	100	33	PC	PC*
54760	93	62	PC*	PC
54760	66	37	PC	PC
54760	37	33	PC	PC*
54760	104	45	PC	PC*
54760	24	12	PC	PC*
54760	23	59	PC	PC*
54780	57	4	PC*	PC*
54780	28	104	PC	PC
54780	115	42	PSI*	PSI*
54780	66	33	PC	PC*
54780	94	109	PC*	PC*
54780	28	66	PC	PC
54780	41	13	PSI*	PSI*
54780	56	106	PC	PC
54780	104	33	PC	PC*
54780	1	32	PC*	PC*
54780	106	33	PC	PC*
54780	106	104	PC	PC
54780	28	100	PC	PC
54780	104	66	PC	PC
54780	93	62	PC*	PC
54780	100	66	PC	PC
54780	81	33	PC	PC*
54780	100	104	PC	PC
54780	13	38	PSI*	PSI*
54800	40	57	PC*	PC*
54800	54	45	PC*	PC*
54800	28	104	PC	PC
54800	66	33	PC	PC*
54800	94	109	PC*	PC*
54800	28	66	PC	PC
54800	106	66	PC	PC
54800	54	33	PC*	PC*
54800	56	54	PC	PC*
54800	56	106	PC	PC
54800	106	33	PC	PC*
54800	106	104	PC	PC
54800	28	100	PC	PC
54800	46	41	PSI*	PSI*
54800	104	66	PC	PC
54800	100	66	PC	PC
54800	81	33	PC	PC*
54800	100	104	PC	PC
54800	106	54	PC	PC*
54820	81	24	PC	PC
54820	28	104	PC	PC
54820	28	66	PC	PC
54820	56	66	PC	PC
54820	106	66	PC	PC
54820	96	86	PSI*	PSI*
54820	56	106	PC	PC
54820	28	100	PC	PC
54820	60	13	PSI*	PSI*
54820	26	66	PC	PC
54820	40	4	PC*	PC*
54820	104	66	PC	PC
54820	100	66	PC	PC
54820	81	56	PC	PC
54820	81	104	PC	PC
54820	46	38	PSI*	PSI*
54820	100	104	PC	PC
54820	13	38	PSI*	PSI*
54820	81	66	PC	PC
54820	81	106	PC	PC
54840	81	24	PC	PC
54840	28	104	PC	PC
54840	94	109	PC*	PC*
54840	28	66	PC	PC
54840	103	48	PC	PC
54840	106	66	PC	PC
54840	96	86	PSI*	PSI*
54840	56	106	PC	PC
54840	91	96	PSI*	PSI*
54840	28	100	PC	PC
54840	40	4	PC*	PC*
54840	23	104	PC	PC
54840	104	66	PC	PC
54840	46	13	PSI*	PSI*
54840	100	104	PC	PC
54840	13	38	PSI*	PSI*
54840	95	16	PC*	PC*
54860	24	26	PC	PC
54860	28	104	PC	PC
54860	32	44	PC*	PC*
54860	28	66	PC	PC
54860	16	32	PC*	PC*
54860	106	66	PC	PC
54860	56	106	PC	PC
54860	23	66	PC	PC
54860	91	96	PSI*	PSI*
54860	28	100	PC	PC
54860	40	4	PC*	PC*
54860	59	69	PC*	PC*
54860	104	66	PC	PC
54860	1	44	PC*	PC*
54860	23	62	PC	PC
54880	54	45	PC*	PC*
54880	68	33	PC*	PC*
54880	24	26	PC	PC
54880	28	104	PC	PC
54880	28	66	PC	PC
54880	56	66	PC	PC
54880	106	66	PC	PC
54880	81	26	PC	PC
54880	16	69	PC*	PC*
54880	56	106	PC	PC
54880	84	47	PSI*	PSI*
54880	91	96	PSI*	PSI*
54880	32	80	PC*	PC*
54880	28	100	PC	PC
54880	40	4	PC*	PC*
54880	104	66	PC	PC
54880	90	77	PC*	PC*
54880	16	44	PC*	PC*
54880	100	104	PC	PC
54880	34	5	PSI*	PSI*
54880	18	13	PSI*	PSI*
54900	28	104	PC	PC
54900	28	66	PC	PC
54900	41	10	PSI*	PSI*
54900	56	66	PC	PC
54900	33	69	PC*	PC*
54900	81	26	PC	PC
54900	30	33	PC*	PC*
54900	16	69	PC*	PC*
54900	56	106	PC	PC
54900	23	66	PC	PC
54900	84	47	PSI*	PSI*
54900	91	96	PSI*	PSI*
54900	28	100	PC	PC
54900	40	4	PC*	PC*
54900	59	69	PC*	PC*
54900	100	104	PC	PC
54900	18	13	PSI*	PSI*
54920	28	104	PC	PC
54920	26	25	PC	PC
54920	94	109	PC*	PC*
54920	23	58	PC	PC
54920	28	56	PC	PC
54920	28	66	PC	PC
54920	41	10	PSI*	PSI*
54920	30	69	PC*	PC*
54920	56	66	PC	PC
54920	106	66	PC	PC
54920	81	26	PC	PC
54920	38	42	PSI*	PSI*
54920	56	106	PC	PC
54920	91	96	PSI*	PSI*
54920	28	106	PC	PC
54920	60	13	PSI*	PSI*
54920	104	66	PC	PC
54940	68	57	PC*	PC*
54940	57	69	PC*	PC*
54940	28	104	PC	PC
54940	13	73	PSI*	PSI*
54940	23	58	PC	PC
54940	28	56	PC	PC
54940	28	66	PC	PC
54940	116	72	PSI*	PSI*
54940	56	66	PC	PC
54940	106	66	PC	PC
54940	81	26	PC	PC
54940	56	106	PC	PC
54940	56	104	PC	PC
54940	91	96	PSI*	PSI*
54940	28	100	PC	PC
54940	8	47	PSI*	PSI*
54940	60	13	PSI*	PSI*
54940	86	65	PSI*	PSI*
54940	60	73	PSI*	PSI*
54940	8	116	PSI*	PSI*
54940	104	66	PC	PC
54940	1	44	PC*	PC*
54940	11	33	PC*	PC*
54940	72	47	PSI*	PSI*
54940	81	25	PC	PC
54940	116	47	PSI*	PSI*
54940	24	23	PC	PC
54940	8	72	PSI*	PSI*
54960	68	57	PC*	PC*
54960	42	22	PSI*	PSI*
54960	28	81	PC	PC
54960	28	104	PC	PC
54960	94	109	PC*	PC*
54960	16	78	PC*	PC*
54960	41	10	PSI*	PSI*
54960	65	72	PSI*	PSI*
54960	56	66	PC	PC
54960	106	66	PC	PC
54960	81	26	PC	PC
54960	56	106	PC	PC
54960	28	100	PC	PC
54960	60	13	PSI*	PSI*
54960	59	69	PC*	PC*
54960	104	66	PC	PC
54960	90	77	PC*	PC*
54960	95	16	PC*	PC*
54980	28	104	PC	PC
54980	94	109	PC*	PC*
54980	41	10	PSI*	PSI*
54980	56	66	PC	PC
54980	106	66	PC	PC
54980	96	86	PSI*	PSI*
54980	37	63	PC	PC
54980	56	106	PC	PC
54980	91	96	PSI*	PSI*
54980	28	100	PC	PC
54980	86	65	PSI*	PSI*
54980	40	45	PC*	PC*
54980	33	59	PC*	PC*
54980	45	4	PC*	PC*
55000	26	27	PC	PC
55000	68	57	PC*	PC*
55000	42	22	PSI*	PSI*
55000	93	59	PC*	PC*
55000	23	27	PC	PC
55000	28	104	PC	PC
55000	94	109	PC*	PC*
55000	85	22	PSI*	PSI*
55000	41	10	PSI*	PSI*
55000	56	110	PC	PC
55000	56	66	PC	PC
55000	106	66	PC	PC
55000	96	86	PSI*	PSI*
55000	56	106	PC	PC
55000	28	100	PC	PC
55000	86	65	PSI*	PSI*
55000	43	78	PC*	PC*
55000	73	47	PSI*	PSI*
55000	40	45	PC*	PC*
55000	49	37	PC	PC
55000	109	99	PC*	PC*
55020	103	108	PC	PC
55020	33	57	PC*	PC*
55020	28	104	PC	PC
55020	94	109	PC*	PC*
55020	85	22	PSI*	PSI*
55020	1	107	PC*	PC*
55020	41	10	PSI*	PSI*
55020	56	110	PC	PC
55020	67	76	PC	teacher
55020	106	66	PC	PC
55020	67	63	PC	PC
55020	56	106	PC	PC
55020	28	100	PC	PC
55020	86	65	PSI*	PSI*
55020	94	99	PC*	PC*
55020	43	80	PC*	PC*
55020	40	45	PC*	PC*
55020	11	80	PC*	PC*
55020	16	55	PC*	PC*
55020	49	37	PC	PC
55020	109	99	PC*	PC*
55040	68	57	PC*	PC*
55040	52	13	PSI*	PSI*
55040	68	33	PC*	PC*
55040	28	104	PC	PC
55040	69	78	PC*	PC*
55040	109	3	PC*	PC*
55040	16	78	PC*	PC*
55040	85	22	PSI*	PSI*
55040	41	10	PSI*	PSI*
55040	55	78	PC*	PC*
55040	66	110	PC	PC
55040	56	66	PC	PC
55040	106	66	PC	PC
55040	16	69	PC*	PC*
55040	56	106	PC	PC
55040	106	110	PC	PC
55040	26	62	PC	PC
55040	86	65	PSI*	PSI*
55040	94	99	PC*	PC*
55040	102	41	PSI*	PSI*
55040	40	45	PC*	PC*
55040	109	99	PC*	PC*
55060	52	13	PSI*	PSI*
55060	43	44	PC*	PC*
55060	28	104	PC	PC
55060	94	109	PC*	PC*
55060	85	22	PSI*	PSI*
55060	41	10	PSI*	PSI*
55060	66	110	PC	PC
55060	56	66	PC	PC
55060	106	66	PC	PC
55060	16	69	PC*	PC*
55060	67	63	PC	PC
55060	96	86	PSI*	PSI*
55060	56	106	PC	PC
55060	91	96	PSI*	PSI*
55060	28	100	PC	PC
55060	86	65	PSI*	PSI*
55060	40	4	PC*	PC*
55060	102	41	PSI*	PSI*
55060	40	45	PC*	PC*
55060	100	104	PC	PC
55060	70	87	PC*	PC*
55060	11	80	PC*	PC*
55060	49	37	PC	PC
55060	109	99	PC*	PC*
55080	26	27	PC	PC
55080	52	13	PSI*	PSI*
55080	28	104	PC	PC
55080	51	11	PC*	PC*
55080	94	109	PC*	PC*
55080	109	3	PC*	PC*
55080	85	22	PSI*	PSI*
55080	41	10	PSI*	PSI*
55080	56	66	PC	PC
55080	106	66	PC	PC
55080	67	63	PC	PC
55080	96	86	PSI*	PSI*
55080	91	96	PSI*	PSI*
55080	28	100	PC	PC
55080	86	65	PSI*	PSI*
55080	102	41	PSI*	PSI*
55080	102	10	PSI*	PSI*
55080	40	45	PC*	PC*
55080	100	104	PC	PC
55100	52	13	PSI*	PSI*
55100	94	109	PC*	PC*
55100	109	3	PC*	PC*
55100	16	78	PC*	PC*
55100	85	22	PSI*	PSI*
55100	41	10	PSI*	PSI*
55100	16	69	PC*	PC*
55100	67	63	PC	PC
55100	96	86	PSI*	PSI*
55100	91	96	PSI*	PSI*
55100	86	65	PSI*	PSI*
55100	102	41	PSI*	PSI*
55100	102	10	PSI*	PSI*
55100	40	45	PC*	PC*
55100	49	37	PC	PC
55120	68	57	PC*	PC*
55120	52	13	PSI*	PSI*
55120	85	22	PSI*	PSI*
55120	41	10	PSI*	PSI*
55120	16	69	PC*	PC*
55120	67	63	PC	PC
55120	122	73	PSI*	PSI*
55120	96	86	PSI*	PSI*
55120	91	96	PSI*	PSI*
55120	86	65	PSI*	PSI*
55120	95	31	PC*	PC*
55120	102	41	PSI*	PSI*
55120	102	10	PSI*	PSI*
55120	40	45	PC*	PC*
55120	49	37	PC	PC
55140	68	57	PC*	PC*
55140	52	13	PSI*	PSI*
55140	94	51	PC*	PC*
55140	103	108	PC	PC
55140	54	40	PC*	PC*
55140	85	22	PSI*	PSI*
55140	41	10	PSI*	PSI*
55140	16	69	PC*	PC*
55140	122	73	PSI*	PSI*
55140	77	69	PC*	PC*
55140	96	86	PSI*	PSI*
55140	91	96	PSI*	PSI*
55140	90	69	PC*	PC*
55140	102	41	PSI*	PSI*
55140	122	89	PSI*	PSI*
55160	68	57	PC*	PC*
55160	79	78	PC*	PC*
55160	54	40	PC*	PC*
55160	16	77	PC*	PC*
55160	85	22	PSI*	PSI*
55160	41	10	PSI*	PSI*
55160	64	29	PC	PC
55160	16	69	PC*	PC*
55160	67	63	PC	PC
55160	122	73	PSI*	PSI*
55160	77	69	PC*	PC*
55160	96	86	PSI*	PSI*
55160	90	78	PC*	PC*
55160	122	89	PSI*	PSI*
55160	91	86	PSI*	PSI*
55180	68	57	PC*	PC*
55180	95	69	PC*	PC*
55180	79	78	PC*	PC*
55180	54	40	PC*	PC*
55180	85	22	PSI*	PSI*
55180	41	10	PSI*	PSI*
55180	64	29	PC	PC
55180	16	69	PC*	PC*
55180	67	63	PC	PC
55180	77	69	PC*	PC*
55180	91	96	PSI*	PSI*
55180	60	13	PSI*	PSI*
55180	102	41	PSI*	PSI*
55180	95	77	PC*	PC*
55180	122	89	PSI*	PSI*
55180	90	11	PC*	PC*
55200	68	57	PC*	PC*
55200	71	31	PC*	PC*
55200	95	69	PC*	PC*
55200	16	77	PC*	PC*
55200	85	22	PSI*	PSI*
55200	3	79	PC*	PC*
55200	41	10	PSI*	PSI*
55200	51	40	PC*	PC*
55200	16	69	PC*	PC*
55200	67	63	PC	PC
55200	122	73	PSI*	PSI*
55200	77	69	PC*	PC*
55200	96	86	PSI*	PSI*
55200	91	96	PSI*	PSI*
55200	102	41	PSI*	PSI*
55200	95	77	PC*	PC*
55200	31	78	PC*	PC*
55200	95	16	PC*	PC*
55220	68	57	PC*	PC*
55220	30	40	PC*	PC*
55220	68	33	PC*	PC*
55220	16	77	PC*	PC*
55220	85	22	PSI*	PSI*
55220	41	10	PSI*	PSI*
55220	1	3	PC*	PC*
55220	16	69	PC*	PC*
55220	67	63	PC	PC
55220	77	69	PC*	PC*
55220	96	86	PSI*	PSI*
55220	102	41	PSI*	PSI*
55220	40	45	PC*	PC*
55220	122	89	PSI*	PSI*
55220	90	11	PC*	PC*
55240	85	22	PSI*	PSI*
55240	3	79	PC*	PC*
55240	41	10	PSI*	PSI*
55240	67	63	PC	PC
55240	122	73	PSI*	PSI*
55240	96	86	PSI*	PSI*
55240	16	80	PC*	PC*
55240	91	96	PSI*	PSI*
55240	11	69	PC*	PC*
55240	43	78	PC*	PC*
55240	33	78	PC*	PC*
55240	90	77	PC*	PC*
55260	85	22	PSI*	PSI*
55260	3	79	PC*	PC*
55260	16	118	PC*	PC*
55260	41	10	PSI*	PSI*
55260	64	29	PC	PC
55260	67	63	PC	PC
55260	96	86	PSI*	PSI*
55260	91	96	PSI*	PSI*
55260	59	69	PC*	PC*
55260	40	69	PC*	PC*
55260	16	55	PC*	PC*
55280	85	22	PSI*	PSI*
55280	41	10	PSI*	PSI*
55280	64	29	PC	PC
55280	67	63	PC	PC
55280	96	86	PSI*	PSI*
55280	91	96	PSI*	PSI*
55280	59	69	PC*	PC*
55280	90	77	PC*	PC*
55280	16	55	PC*	PC*
55280	29	76	PC	teacher
55300	85	22	PSI*	PSI*
55300	41	10	PSI*	PSI*
55300	67	63	PC	PC
55300	96	86	PSI*	PSI*
55300	91	96	PSI*	PSI*
55300	59	69	PC*	PC*
55300	16	55	PC*	PC*
55300	29	76	PC	teacher
55320	85	22	PSI*	PSI*
55320	41	10	PSI*	PSI*
55320	67	63	PC	PC
55320	122	73	PSI*	PSI*
55320	91	96	PSI*	PSI*
55320	59	69	PC*	PC*
55320	90	77	PC*	PC*
55340	90	95	PC*	PC*
55340	85	22	PSI*	PSI*
55340	41	10	PSI*	PSI*
55340	67	63	PC	PC
55340	122	73	PSI*	PSI*
55340	91	96	PSI*	PSI*
55340	59	69	PC*	PC*
55340	16	55	PC*	PC*
55340	49	37	PC	PC
55340	109	44	PC*	PC*
55360	85	22	PSI*	PSI*
55360	67	63	PC	PC
55360	91	96	PSI*	PSI*
55360	40	69	PC*	PC*
55360	122	89	PSI*	PSI*
55360	29	76	PC	teacher
55360	73	74	PSI*	PSI*
55380	85	22	PSI*	PSI*
55380	3	79	PC*	PC*
55380	41	10	PSI*	PSI*
55380	93	54	PC*	PC*
55380	67	63	PC	PC
55380	96	86	PSI*	PSI*
55380	91	96	PSI*	PSI*
55380	64	76	PC	teacher
55380	40	69	PC*	PC*
55380	16	55	PC*	PC*
55380	29	76	PC	teacher
55380	49	37	PC	PC
55380	109	44	PC*	PC*
55380	73	74	PSI*	PSI*
55400	85	22	PSI*	PSI*
55400	41	10	PSI*	PSI*
55400	93	54	PC*	PC*
55400	67	63	PC	PC
55400	96	86	PSI*	PSI*
55400	91	96	PSI*	PSI*
55400	59	69	PC*	PC*
55400	40	69	PC*	PC*
55400	122	89	PSI*	PSI*
55400	16	55	PC*	PC*
55400	29	76	PC	teacher
55400	73	74	PSI*	PSI*
55420	85	22	PSI*	PSI*
55420	41	10	PSI*	PSI*
55420	93	54	PC*	PC*
55420	67	63	PC	PC
55420	96	86	PSI*	PSI*
55420	91	96	PSI*	PSI*
55420	9	19	PSI*	PSI*
55420	40	69	PC*	PC*
55420	73	74	PSI*	PSI*
55440	85	22	PSI*	PSI*
55440	3	79	PC*	PC*
55440	41	10	PSI*	PSI*
55440	67	63	PC	PC
55440	91	96	PSI*	PSI*
55440	9	19	PSI*	PSI*
55440	122	89	PSI*	PSI*
55440	16	55	PC*	PC*
55440	73	74	PSI*	PSI*
55460	71	31	PC*	PC*
55460	85	22	PSI*	PSI*
55460	3	79	PC*	PC*
55460	41	10	PSI*	PSI*
55460	67	63	PC	PC
55460	91	96	PSI*	PSI*
55460	90	77	PC*	PC*
55460	122	89	PSI*	PSI*
55460	77	3	PC*	PC*
55480	85	22	PSI*	PSI*
55480	3	79	PC*	PC*
55480	41	10	PSI*	PSI*
55480	67	63	PC	PC
55480	96	86	PSI*	PSI*
55480	91	96	PSI*	PSI*
55480	59	69	PC*	PC*
55480	90	77	PC*	PC*
55480	122	89	PSI*	PSI*
55480	49	37	PC	PC
55500	85	22	PSI*	PSI*
55500	41	10	PSI*	PSI*
55500	67	63	PC	PC
55500	122	73	PSI*	PSI*
55500	96	86	PSI*	PSI*
55500	91	96	PSI*	PSI*
55500	122	89	PSI*	PSI*
55500	49	37	PC	PC
55520	85	22	PSI*	PSI*
55520	3	79	PC*	PC*
55520	41	10	PSI*	PSI*
55520	12	69	PC*	PC*
55520	67	63	PC	PC
55520	122	73	PSI*	PSI*
55520	96	86	PSI*	PSI*
55520	91	96	PSI*	PSI*
55520	9	19	PSI*	PSI*
55520	59	69	PC*	PC*
55520	122	89	PSI*	PSI*
55520	49	37	PC	PC
55540	71	31	PC*	PC*
55540	85	22	PSI*	PSI*
55540	3	79	PC*	PC*
55540	41	10	PSI*	PSI*
55540	12	69	PC*	PC*
55540	67	63	PC	PC
55540	122	73	PSI*	PSI*
55540	96	86	PSI*	PSI*
55540	91	96	PSI*	PSI*
55540	59	69	PC*	PC*
55540	49	37	PC	PC
55560	3	79	PC*	PC*
55560	41	10	PSI*	PSI*
55560	67	63	PC	PC
55560	96	86	PSI*	PSI*
55560	91	96	PSI*	PSI*
55560	9	19	PSI*	PSI*
55560	86	65	PSI*	PSI*
55560	59	69	PC*	PC*
55580	103	108	PC	PC
55580	85	22	PSI*	PSI*
55580	3	79	PC*	PC*
55580	41	10	PSI*	PSI*
55580	67	63	PC	PC
55580	91	96	PSI*	PSI*
55580	9	19	PSI*	PSI*
55580	86	65	PSI*	PSI*
55580	59	69	PC*	PC*
55580	29	76	PC	teacher
55600	85	22	PSI*	PSI*
55600	3	79	PC*	PC*
55600	41	10	PSI*	PSI*
55600	12	69	PC*	PC*
55600	67	63	PC	PC
55600	122	73	PSI*	PSI*
55600	96	86	PSI*	PSI*
55600	91	96	PSI*	PSI*
55600	9	19	PSI*	PSI*
55600	86	65	PSI*	PSI*
55620	71	31	PC*	PC*
55620	85	22	PSI*	PSI*
55620	41	10	PSI*	PSI*
55620	12	69	PC*	PC*
55620	67	63	PC	PC
55620	122	73	PSI*	PSI*
55620	91	96	PSI*	PSI*
55620	9	19	PSI*	PSI*
55620	86	65	PSI*	PSI*
55620	64	76	PC	teacher
55620	9	122	PSI*	PSI*
55640	85	22	PSI*	PSI*
55640	41	10	PSI*	PSI*
55640	67	63	PC	PC
55640	122	73	PSI*	PSI*
55640	96	86	PSI*	PSI*
55640	91	96	PSI*	PSI*
55640	9	19	PSI*	PSI*
55640	59	69	PC*	PC*
55660	85	22	PSI*	PSI*
55660	41	10	PSI*	PSI*
55660	67	63	PC	PC
55660	122	73	PSI*	PSI*
55660	96	86	PSI*	PSI*
55660	91	96	PSI*	PSI*
55660	9	19	PSI*	PSI*
55660	59	69	PC*	PC*
55660	122	89	PSI*	PSI*
55680	85	22	PSI*	PSI*
55680	41	10	PSI*	PSI*
55680	67	63	PC	PC
55680	122	73	PSI*	PSI*
55680	96	86	PSI*	PSI*
55680	91	96	PSI*	PSI*
55680	9	19	PSI*	PSI*
55700	41	10	PSI*	PSI*
55700	67	63	PC	PC
55700	122	73	PSI*	PSI*
55700	96	86	PSI*	PSI*
55700	91	96	PSI*	PSI*
55700	9	19	PSI*	PSI*
55720	85	22	PSI*	PSI*
55720	41	10	PSI*	PSI*
55720	67	63	PC	PC
55720	122	73	PSI*	PSI*
55720	96	86	PSI*	PSI*
55720	91	96	PSI*	PSI*
55720	59	17	PC*	PC*
55720	86	22	PSI*	PSI*
55740	67	63	PC	PC
55740	122	73	PSI*	PSI*
55740	96	86	PSI*	PSI*
55760	71	31	PC*	PC*
55760	85	22	PSI*	PSI*
55760	41	10	PSI*	PSI*
55760	93	54	PC*	PC*
55760	67	63	PC	PC
55760	122	73	PSI*	PSI*
55760	49	37	PC	PC
55780	71	31	PC*	PC*
55780	85	22	PSI*	PSI*
55780	41	10	PSI*	PSI*
55780	93	2	PC*	PC*
55780	93	54	PC*	PC*
55780	67	63	PC	PC
55780	122	73	PSI*	PSI*
55780	96	86	PSI*	PSI*
55780	102	41	PSI*	PSI*
55800	85	22	PSI*	PSI*
55800	41	10	PSI*	PSI*
55800	93	2	PC*	PC*
55800	93	54	PC*	PC*
55800	67	63	PC	PC
55800	122	73	PSI*	PSI*
55800	90	77	PC*	PC*
55800	73	74	PSI*	PSI*
55820	103	108	PC	PC
55820	85	22	PSI*	PSI*
55820	41	10	PSI*	PSI*
55820	93	2	PC*	PC*
55820	93	54	PC*	PC*
55820	67	63	PC	PC
55820	96	86	PSI*	PSI*
55820	91	96	PSI*	PSI*
55820	9	19	PSI*	PSI*
55820	102	41	PSI*	PSI*
55840	85	22	PSI*	PSI*
55840	41	10	PSI*	PSI*
55840	67	63	PC	PC
55840	96	86	PSI*	PSI*
55840	9	19	PSI*	PSI*
55840	103	49	PC	PC
55840	59	69	PC*	PC*
55860	52	13	PSI*	PSI*
55860	85	22	PSI*	PSI*
55860	41	10	PSI*	PSI*
55860	67	63	PC	PC
55860	9	19	PSI*	PSI*
55860	103	49	PC	PC
55860	102	41	PSI*	PSI*
55860	73	74	PSI*	PSI*
55880	71	31	PC*	PC*
55880	85	22	PSI*	PSI*
55880	41	10	PSI*	PSI*
55880	67	63	PC	PC
55880	9	19	PSI*	PSI*
55880	103	49	PC	PC
55880	73	74	PSI*	PSI*
55900	85	22	PSI*	PSI*
55900	88	49	PC	PC
55900	60	5	PSI*	PSI*
55900	41	10	PSI*	PSI*
55900	67	63	PC	PC
55900	9	19	PSI*	PSI*
55920	52	13	PSI*	PSI*
